product_id,product_name,description,category_name,category_slug,category_url,category_image_url,brand,price,original_price,currency,stock,rating,reviews_count,thumbnail_url,image_urls,tags,color,size,material,product_url,source,searchable_text
11,Ghế D3050H,"Ghế văn phòng chân xoay D3050H DSGGROUP thiết kế lưng cao, đệm tựa bọc lưới chống tích nhiệt, chân tay ghế thép mạ. Phần tựa lưng bằng lưới trải dài xuống tận p",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,1825320,,VND,96,"4,1",17,https://hoaphatnoithat.vn/upload/sanpham/ghe-d3050h-1537-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d3050h-1537-0.jpg""]","[""D3050H"",""ghế"",""d3050h"",""dsggroup""]",,,"[""lưới"",""vải lưới"",""kim loại"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-d3050h.html,hoaphatnoithat.vn,"Ghế D3050H D3050H DSGGROUP Ghế văn phòng chân xoay D3050H DSGGROUP thiết kế lưng cao, đệm tựa bọc lưới chống tích nhiệt, chân tay ghế thép mạ. Phần tựa lưng bằng lưới trải dài xuống tận p ghế d3050h dsggroup lưới vải lưới kim loại thép đệm"
12,Ghế DSG112,"Ghế lưới chân xoay DSG112, đệm mút bọc vải nỉ, tay ghế nhựa, chân xoay mạ. DSG112 là gợi ý thú vị mang nhịp sống hiện đại, năng động vào nơi làm việc.",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,956000,,VND,91,"4,4",181,https://hoaphatnoithat.vn/upload/sanpham/ghe-dsg112-1365-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-dsg112-1365-0.jpg""]","[""DSG112"",""ghế"",""dsg112"",""dsggroup""]",,,"[""lưới"",""vải nỉ"",""nhựa"",""đệm mút"",""đệm""]",https://hoaphatnoithat.vn/ghe-dsg112.html,hoaphatnoithat.vn,"Ghế DSG112 DSG112 DSGGROUP Ghế lưới chân xoay DSG112, đệm mút bọc vải nỉ, tay ghế nhựa, chân xoay mạ. DSG112 là gợi ý thú vị mang nhịp sống hiện đại, năng động vào nơi làm việc. ghế dsg112 dsggroup lưới vải nỉ nhựa đệm mút đệm"
13,Ghế D2580H,"Ghế xoay D2580H vải nỉ lưng cao, chân nhôm đúc. Phần tựa lưng và mặt ngồi liên kết trực tiếp, được mút bọc vải nỉ tăng cảm giác ngồi thoải mái nhất",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2638340,,VND,58,"4,2",85,https://hoaphatnoithat.vn/upload/sanpham/ghe-d2580h-1364-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d2580h-1364-0.jpg""]","[""D2580H"",""ghế"",""d2580h"",""dsggroup""]",,,"[""vải nỉ"",""kim loại"",""đệm""]",https://hoaphatnoithat.vn/ghe-d2580h.html,hoaphatnoithat.vn,"Ghế D2580H D2580H DSGGROUP Ghế xoay D2580H vải nỉ lưng cao, chân nhôm đúc. Phần tựa lưng và mặt ngồi liên kết trực tiếp, được mút bọc vải nỉ tăng cảm giác ngồi thoải mái nhất ghế d2580h dsggroup vải nỉ kim loại đệm"
14,Ghế D2580M,"Ghế xoay D2580M khung thép mạ bọc vải nỉ dày dặn thẩm mỹ, tựa lưng trung, chân nhôm đúc. D2580M tối giản với những đường cong ít đi vào chi tiết, mẫu ghế đơn gi",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2415740,,VND,66,"4,5",35,https://hoaphatnoithat.vn/upload/sanpham/ghe-d2580m-1363-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d2580m-1363-0.jpg""]","[""D2580M"",""ghế"",""d2580m"",""dsggroup""]",,,"[""vải nỉ"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-d2580m.html,hoaphatnoithat.vn,"Ghế D2580M D2580M DSGGROUP Ghế xoay D2580M khung thép mạ bọc vải nỉ dày dặn thẩm mỹ, tựa lưng trung, chân nhôm đúc. D2580M tối giản với những đường cong ít đi vào chi tiết, mẫu ghế đơn gi ghế d2580m dsggroup vải nỉ thép đệm"
15,Ghế D109,"Ghế lưới chân xoay D109, đệm bọc PVC dày dặn, chân ghế mạ chrome. Lưng cao có tựa đầu giúp nâng đỡ vùng xương cổ hiệu quả. Tựa ghế sử dụng chất liệu lưới chống",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2493120,,VND,72,"4,1",129,https://hoaphatnoithat.vn/upload/sanpham/ghe-d109-1362-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d109-1362-0.jpg""]","[""D109"",""ghế"",""d109"",""dsggroup""]",,,"[""lưới"",""PVC"",""nhựa"",""đệm""]",https://hoaphatnoithat.vn/ghe-d109.html,hoaphatnoithat.vn,"Ghế D109 D109 DSGGROUP Ghế lưới chân xoay D109, đệm bọc PVC dày dặn, chân ghế mạ chrome. Lưng cao có tựa đầu giúp nâng đỡ vùng xương cổ hiệu quả. Tựa ghế sử dụng chất liệu lưới chống ghế d109 dsggroup lưới PVC nhựa đệm"
16,Ghế D209,"Ghế lưới chân xoay D209  khung tựa lưng của ghế được viền nhựa chắc chắn, bên trong bọc lưới cao cấp, có độ đàn hồi tốt, cách nhiệt, thiết kế hơi cong giúp ôm s",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2159220,,VND,57,"4,7",161,https://hoaphatnoithat.vn/upload/sanpham/ghe-d209-1361-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d209-1361-0.jpg""]","[""D209"",""ghế"",""d209"",""dsggroup""]",,"[""580 x 600 x 1050""]","[""lưới"",""vải lưới"",""sắt"",""nhựa"",""thép"",""đệm"",""chân sắt""]",https://hoaphatnoithat.vn/ghe-d209.html,hoaphatnoithat.vn,"Ghế D209 D209 DSGGROUP Ghế lưới chân xoay D209 khung tựa lưng của ghế được viền nhựa chắc chắn, bên trong bọc lưới cao cấp, có độ đàn hồi tốt, cách nhiệt, thiết kế hơi cong giúp ôm s ghế d209 dsggroup lưới vải lưới sắt nhựa thép đệm chân sắt"
17,Ghế C350H,"Ghế văn phòng C350H có tựa đầu, đệm tựa lưới, tay nhựa, chân thép.  Phần tựa đầu kết hợp với tựa lưng tạo đường cong ôm sát, hỗ trợ cột sống người ngồi.",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2648940,,VND,94,"4,8",109,https://hoaphatnoithat.vn/upload/sanpham/ghe-c350h-1360-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-c350h-1360-0.jpg""]","[""C350H"",""ghế"",""c350h"",""dsggroup""]",,,"[""lưới"",""nhựa"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-c350h.html,hoaphatnoithat.vn,"Ghế C350H C350H DSGGROUP Ghế văn phòng C350H có tựa đầu, đệm tựa lưới, tay nhựa, chân thép. Phần tựa đầu kết hợp với tựa lưng tạo đường cong ôm sát, hỗ trợ cột sống người ngồi. ghế c350h dsggroup lưới nhựa thép đệm"
18,Ghế C350M,"Ghế xoay C350M tựa lưới, tay nhựa, chân thép. Phần tựa lưng ghế sử dụng chất liệu lưới đã tạo ra luồn không khí luôn tuần hoàn mang đến sự mát mẻ cho người sử d",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,2226000,,VND,94,"4,5",187,https://hoaphatnoithat.vn/upload/sanpham/ghe-c350m-1359-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-c350m-1359-0.jpg""]","[""C350M"",""ghế"",""c350m"",""dsggroup""]",,,"[""lưới"",""vải lưới"",""sắt"",""nhựa"",""thép"",""đệm"",""chân sắt""]",https://hoaphatnoithat.vn/ghe-c350m.html,hoaphatnoithat.vn,"Ghế C350M C350M DSGGROUP Ghế xoay C350M tựa lưới, tay nhựa, chân thép. Phần tựa lưng ghế sử dụng chất liệu lưới đã tạo ra luồn không khí luôn tuần hoàn mang đến sự mát mẻ cho người sử d ghế c350m dsggroup lưới vải lưới sắt nhựa thép đệm chân sắt"
19,Ghế C300H,"Ghế lưới chân xoay C300H, tay chữ T, đệm mút bọc PVC cao cấp. Chân nhựa hoặc mạ. Tựa lưng cao có tựa đầu tiện dụng. Khung tựa ghế được bọc lưới, tạo cảm giác th",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,3794800,,VND,73,"4,6",96,https://hoaphatnoithat.vn/upload/sanpham/ghe-c300h-1358-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-c300h-1358-0.jpg""]","[""C300H"",""ghế"",""c300h"",""dsggroup""]",,,"[""lưới"",""sắt"",""nhựa"",""đệm mút"",""đệm""]",https://hoaphatnoithat.vn/ghe-c300h.html,hoaphatnoithat.vn,"Ghế C300H C300H DSGGROUP Ghế lưới chân xoay C300H, tay chữ T, đệm mút bọc PVC cao cấp. Chân nhựa hoặc mạ. Tựa lưng cao có tựa đầu tiện dụng. Khung tựa ghế được bọc lưới, tạo cảm giác th ghế c300h dsggroup lưới sắt nhựa đệm mút đệm"
20,Ghế C300,"Ghế lưới chân xoay C300 cao cấp khung tựa nhựa, tay chữ T, chân thép. C300 sở hữu phần tựa đệm được làm từ chất liệu vải lưới với rất nhiều lỗ nhỏ giúp cho khôn",Ghế Xoay Nhân Viên,ghe-xoay-nhan-vien,https://hoaphatnoithat.vn//ghe-xoay-nhan-vien,,DSGGROUP,3136540,,VND,57,"4,7",70,https://hoaphatnoithat.vn/upload/sanpham/ghe-c300-1357-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-c300-1357-0.jpg""]","[""C300"",""ghế"",""c300"",""dsggroup""]",,,"[""lưới"",""vải lưới"",""nhựa"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-c300.html,hoaphatnoithat.vn,"Ghế C300 C300 DSGGROUP Ghế lưới chân xoay C300 cao cấp khung tựa nhựa, tay chữ T, chân thép. C300 sở hữu phần tựa đệm được làm từ chất liệu vải lưới với rất nhiều lỗ nhỏ giúp cho khôn ghế c300 dsggroup lưới vải lưới nhựa thép đệm"
21,Ghế D706M,"Ghế văn phòng D706M là sự lựa chọn thông minh cho không gian phòng họp, phòng làm việc thích hợp sử dụng cùng bàn họp, bàn làm việc, quầy lễ tân...tạo nên phong",Ghế Họp DSG,ghe-hop-dsg,https://hoaphatnoithat.vn//ghe-hop-dsg,,DSGGROUP,1100280,,VND,84,"4,2",83,https://hoaphatnoithat.vn/upload/sanpham/ghe-d706m-1633-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d706m-1633-0.jpg""]","[""D706M"",""ghế"",""d706m"",""dsggroup""]",,,"[""lưới"",""sắt"",""nhựa"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-d706m.html,hoaphatnoithat.vn,"Ghế D706M D706M DSGGROUP Ghế văn phòng D706M là sự lựa chọn thông minh cho không gian phòng họp, phòng làm việc thích hợp sử dụng cùng bàn họp, bàn làm việc, quầy lễ tân...tạo nên phong ghế d706m dsggroup lưới sắt nhựa thép đệm"
22,Ghế D706,"Mẫu ghế văn phòng D706 đệm lưới xốp, lưng lưới khung sắt, tay ốp nhựa, bạn sẽ cảm nhận được sự thoải mái nhờ kết cấu phần lưng ghế êm và cao vừa phải.",Ghế Họp DSG,ghe-hop-dsg,https://hoaphatnoithat.vn//ghe-hop-dsg,,DSGGROUP,1216880,,VND,76,"4,5",6,https://hoaphatnoithat.vn/upload/sanpham/ghe-d706-1632-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d706-1632-0.jpg""]","[""D706H"",""ghế"",""d706"",""dsggroup""]",,,"[""lưới"",""sắt"",""nhựa"",""đệm""]",https://hoaphatnoithat.vn/ghe-d706.html,hoaphatnoithat.vn,"Ghế D706 D706H DSGGROUP Mẫu ghế văn phòng D706 đệm lưới xốp, lưng lưới khung sắt, tay ốp nhựa, bạn sẽ cảm nhận được sự thoải mái nhờ kết cấu phần lưng ghế êm và cao vừa phải. ghế d706 dsggroup lưới sắt nhựa đệm"
23,Ghế V150,"Ghế họp V150 chân tĩnh với nhiều màu sắc, có độ cong nâng đỡ. V150 sử dụng phần tựa lưng trung rộng rãi, hỗ trợ tư thế ngồi thoải mái nhất.",Ghế Họp DSG,ghe-hop-dsg,https://hoaphatnoithat.vn//ghe-hop-dsg,,DSGGROUP,696420,,VND,80,4,87,https://hoaphatnoithat.vn/upload/sanpham/ghe-v150-1371-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-v150-1371-0.jpg""]","[""V150"",""ghế"",""v150"",""dsggroup""]",,,"[""nhựa"",""kim loại"",""đệm""]",https://hoaphatnoithat.vn/ghe-v150.html,hoaphatnoithat.vn,"Ghế V150 V150 DSGGROUP Ghế họp V150 chân tĩnh với nhiều màu sắc, có độ cong nâng đỡ. V150 sử dụng phần tựa lưng trung rộng rãi, hỗ trợ tư thế ngồi thoải mái nhất. ghế v150 dsggroup nhựa kim loại đệm"
24,Ghế D605V,"Ghế họp lưng trung D605V, đệm tựa bọc PU, chân sắt mạ, tay ốp PU. Tựa lưng ghế cao nâng đỡ và hỗ trợ cho cột sống khi ngồi, phòng tránh tình trạng đau nhức vai",Ghế Họp DSG,ghe-hop-dsg,https://hoaphatnoithat.vn//ghe-hop-dsg,,DSGGROUP,1836980,,VND,78,"4,4",99,https://hoaphatnoithat.vn/upload/sanpham/ghe-d605v-1370-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d605v-1370-0.jpg""]","[""D605V"",""ghế"",""d605v"",""dsggroup""]",,,"[""sắt"",""nhựa"",""thép"",""đệm"",""chân sắt""]",https://hoaphatnoithat.vn/ghe-d605v.html,hoaphatnoithat.vn,"Ghế D605V D605V DSGGROUP Ghế họp lưng trung D605V, đệm tựa bọc PU, chân sắt mạ, tay ốp PU. Tựa lưng ghế cao nâng đỡ và hỗ trợ cho cột sống khi ngồi, phòng tránh tình trạng đau nhức vai ghế d605v dsggroup sắt nhựa thép đệm chân sắt"
25,Ghế D2530V,"Ghế họp chân quỳ D2530V, đệm tựa bọc PVC, khung chân ghế mạ chrome.  Phần tựa lưng và đệm ngồi thiết kế liền kề tạo thành đường cong nâng đỡ, hỗ trợ cột sống.",Ghế Họp DSG,ghe-hop-dsg,https://hoaphatnoithat.vn//ghe-hop-dsg,,DSGGROUP,1391780,,VND,75,"4,1",173,https://hoaphatnoithat.vn/upload/sanpham/ghe-d2530v-1369-0.jpg,"[""https://hoaphatnoithat.vn/upload/sanpham/large/ghe-d2530v-1369-0.jpg""]","[""D2530V"",""ghế"",""d2530v"",""dsggroup""]",,,"[""PVC"",""nhựa"",""thép"",""đệm""]",https://hoaphatnoithat.vn/ghe-d2530v.html,hoaphatnoithat.vn,"Ghế D2530V D2530V DSGGROUP Ghế họp chân quỳ D2530V, đệm tựa bọc PVC, khung chân ghế mạ chrome. Phần tựa lưng và đệm ngồi thiết kế liền kề tạo thành đường cong nâng đỡ, hỗ trợ cột sống. ghế d2530v dsggroup PVC nhựa thép đệm"
